ID,weekend_nights,week_nights,room_type,board_type,n_adults,n_less_12,n_more_12,booked_tour,n_requests,lead_time,purchase_type,n_p_cacellation,n_p_not_cacellation,repeated,price,date,is_canceled
INN12198,2,1,Room_Type 1,half board,2,0,0,0,0,0,Online,0,0,0,110,8/15/2017,0
INN00978,0,2,Room_Type 1,half board,1,0,0,0,0,197,Offline,0,0,0,120,10/02/2017,0
INN15973,0,2,Room_Type 1,half board,2,0,0,0,0,104,Offline,0,0,0,125,9/24/2017,0
INN35150,1,0,Room_Type 1,full board,1,0,0,0,0,158,Online,0,0,0,128,10/10/2018,1
INN12610,2,1,Room_Type 4,half board,2,0,0,0,0,243,Online,0,0,0,129.8,10/22/2018,1
INN09702,3,7,Room_Type 1,half board,2,0,0,0,1,105,Online,0,0,0,78.9,07/10/2017,1
INN20303,2,4,Room_Type 1,half board,1,0,2,0,2,36,Online,0,0,0,166.1,7/15/2018,0
INN35472,1,0,Room_Type 1,half board,2,0,0,0,1,101,Online,0,0,0,137.9,8/15/2018,0
INN21089,2,5,Room_Type 6,breakfast,2,1,1,0,0,122,Online,0,0,0,242.17,10/23/2018,1
INN07753,1,2,Room_Type 1,half board,2,0,0,0,1,365,Online,0,0,0,94.15,10/21/2018,0
INN31966,1,3,Room_Type 1,half board,2,0,0,0,1,34,Offline,0,0,0,107,01/04/2018,0
INN06058,1,3,Room_Type 1,half board,2,0,0,0,5,126,Offline,0,0,0,116.9,9/29/2018,0
INN13163,0,1,Room_Type 4,,2,1,0,0,2,95,Online,0,0,0,146,12/27/2018,0
INN22816,0,4,Room_Type 4,half board,2,0,0,0,2,4,Online,0,0,0,178.5,6/28/2018,0
INN20913,2,2,Room_Type 1,half board,2,0,0,0,0,98,Offline,0,0,0,85,3/25/2018,1
INN18608,2,3,Room_Type 4,half board,2,0,0,0,3,140,Online,0,0,0,163.1,9/18/2018,0
INN27992,2,3,Room_Type 1,half board,2,0,0,0,0,258,Online,0,0,0,126.25,10/09/2018,1
INN18859,2,1,Room_Type 1,breakfast,2,0,0,0,0,180,Offline,0,0,0,121,01/02/2018,0
INN05511,0,1,Room_Type 1,half board,1,0,0,0,0,8,Corporate,0,1,1,61,02/03/2018,0
INN30341,1,3,Room_Type 1,full board,2,0,0,0,1,190,Online,0,0,0,117.75,07/07/2018,1
INN16502,0,3,Room_Type 1,half board,2,0,0,0,0,34,Online,0,0,0,104,9/15/2017,0
INN16098,1,1,Room_Type 1,half board,1,0,0,0,2,6,Corporate,3,38,1,85,7/18/2018,0
INN27158,1,0,Room_Type 1,half board,1,0,0,0,0,9,Online,0,0,0,117,5/16/2018,1
INN09988,1,0,Room_Type 1,full board,2,0,0,0,0,59,Online,0,0,0,113.15,07/11/2018,1
INN00431,0,4,Room_Type 1,breakfast,1,0,0,0,0,40,Offline,0,0,0,99.11,10/21/2017,0
INN16474,2,0,Room_Type 1,full board,2,0,0,0,0,0,Online,0,0,0,150,10/16/2018,0
INN04716,2,1,Room_Type 1,half board,2,0,0,0,0,18,Online,0,0,0,113.17,05/07/2018,0
INN06238,1,0,Room_Type 4,half board,2,0,0,0,1,47,Online,0,0,0,142.4,5/29/2018,0
INN11544,2,5,Room_Type 1,half board,2,0,0,0,1,294,Online,0,0,0,78.36,12/27/2018,1
INN00892,2,1,Room_Type 1,breakfast,2,0,0,0,0,124,Online,0,0,0,114.5,7/18/2017,1
INN11438,0,1,Room_Type 4,half board,3,0,0,0,1,48,Online,0,0,0,216,10/21/2018,0
INN10594,1,3,Room_Type 4,half board,2,0,0,1,1,57,Online,0,0,0,119.4,2018-2-29,0
INN24991,0,2,Room_Type 1,full board,2,0,0,0,0,171,Online,0,0,0,105.5,07/01/2018,1
INN13477,0,3,Room_Type 1,half board,2,0,0,0,0,45,Offline,0,0,0,125,10/13/2018,0
INN07405,1,3,Room_Type 1,half board,2,0,0,0,0,90,Online,0,0,0,100,3/17/2018,1
INN15043,1,2,Room_Type 5,,1,0,0,0,0,357,,0,0,0,126,12/19/2018,0
INN36225,2,2,Room_Type 1,,2,0,0,0,0,72,Offline,0,0,0,95,3/20/2018,1
INN32593,0,3,Room_Type 1,half board,2,0,0,0,0,53,Offline,0,0,0,95,2/17/2018,0
INN07906,1,2,Room_Type 4,half board,3,0,0,0,3,57,Online,0,0,0,162.2,09/02/2018,0
INN14896,1,2,Room_Type 1,full board,2,0,0,0,0,209,Online,0,0,0,105.5,07/04/2018,1
INN17204,0,1,Room_Type 4,half board,3,0,0,0,2,39,Online,0,0,0,188.3,3/26/2018,0
INN02154,1,2,Room_Type 1,half board,2,0,0,0,0,80,Offline,0,0,0,95,10/09/2017,0
INN15489,1,0,Room_Type 4,half board,2,0,0,0,1,2,Online,0,0,0,119,01/04/2018,0
INN20771,1,2,Room_Type 4,half board,2,0,0,0,1,6,Online,1,0,1,125,11/02/2017,0
INN35759,2,2,Room_Type 4,half board,3,0,0,0,2,86,Online,0,0,0,188.3,09/10/2018,0
INN26092,2,3,Room_Type 2,,0,2,0,0,3,129,,0,0,0,,9/24/2018,0
INN25168,0,3,Room_Type 4,,3,0,0,0,1,89,Online,0,0,0,146,12/22/2018,0
INN19812,2,6,Room_Type 1,full board,2,0,0,0,0,83,Online,0,0,0,143.98,09/01/2018,1
INN11190,0,1,Room_Type 4,half board,3,0,0,0,1,123,Online,0,0,0,179.3,5/21/2018,0
INN33429,2,3,Room_Type 4,half board,2,0,0,0,2,143,Online,0,0,0,149.96,10/16/2018,0
INN07269,1,1,Room_Type 1,half board,2,0,0,0,0,26,Online,0,0,0,111,2/13/2018,1
INN07693,0,4,Room_Type 1,,2,0,0,0,0,246,,0,0,0,,12/07/2018,1
INN00101,1,0,Room_Type 1,full board,2,0,0,0,2,227,Online,0,0,0,105.5,10/23/2018,0
INN22431,1,2,Room_Type 1,half board,2,0,0,0,0,11,Offline,0,0,0,88,12/16/2018,0
INN05097,2,4,Room_Type 4,,2,0,0,0,0,86,,0,0,0,,05/07/2018,0
INN01462,0,1,Room_Type 1,breakfast,2,0,0,0,0,120,Online,0,0,0,128,10/16/2017,1
INN26237,2,7,Room_Type 1,half board,2,0,0,0,0,178,Online,0,0,0,91.37,4/29/2018,0
INN28012,0,2,Room_Type 1,full board,2,0,0,0,3,40,Online,0,0,0,145.1,09/09/2018,0
INN35433,0,1,Room_Type 1,full board,2,0,0,0,1,2,Online,0,0,0,179,9/15/2018,0
INN34367,0,1,Room_Type 1,half board,2,0,0,0,1,3,Online,0,0,0,181,5/28/2018,0
INN25625,0,1,Room_Type 1,half board,2,0,0,0,0,68,Offline,0,0,0,140,06/08/2018,0
INN02570,0,1,Room_Type 4,,2,0,2,0,0,0,Online,0,0,0,167.59,9/16/2018,0
INN08666,0,1,Room_Type 1,full board,2,0,0,0,1,120,Online,0,0,0,99.2,11/12/2018,0
INN21669,1,2,Room_Type 1,half board,1,0,0,0,1,112,Online,0,0,0,100.75,9/21/2017,0
INN23276,1,1,Room_Type 1,,1,0,0,0,0,0,,0,0,0,,09/07/2017,0
INN27320,2,4,Room_Type 1,half board,1,0,0,0,0,83,Offline,0,0,0,140,06/12/2018,1
INN21818,0,3,Room_Type 1,,2,0,0,0,1,4,,0,0,0,,9/22/2017,0
INN11901,0,4,Room_Type 1,,2,0,1,0,1,190,Online,0,0,0,134.75,5/25/2018,1
INN19645,2,5,Room_Type 1,,2,0,0,0,1,333,,0,0,0,,09/05/2018,0
INN12591,0,2,Room_Type 1,,2,0,0,0,1,26,,0,0,0,100.3,1/29/2018,0
INN23664,1,0,Room_Type 1,,1,0,0,0,0,,,0,1,1,,4/25/2018,0
INN25146,0,3,Room_Type 1,,2,0,0,0,0,232,,0,0,0,85,10/15/2017,1
INN21762,1,2,Room_Type 1,breakfast,2,0,0,0,0,194,Offline,0,0,0,150,3/25/2018,1
INN01443,1,2,Room_Type 1,,2,0,0,0,0,131,,0,0,0,,10/24/2018,1
INN16507,2,0,Room_Type 1,half board,1,1,0,1,2,80,Online,0,0,0,150.5,7/24/2018,0
INN34256,0,3,Room_Type 1,half board,2,0,0,0,1,81,Online,0,0,0,98.3,03/10/2018,0
INN07461,1,3,Room_Type 4,half board,3,0,0,0,2,42,Online,0,0,0,178.4,10/03/2018,0
INN23935,0,1,Room_Type 1,half board,2,0,0,0,2,99,Online,0,0,0,109.25,09/05/2017,0
INN28361,2,4,Room_Type 1,,3,0,0,0,1,87,,0,0,0,116.9,7/17/2018,0
INN20848,2,4,Room_Type 1,half board,1,0,0,0,0,96,Offline,0,0,0,105,09/04/2018,0
INN03095,2,1,Room_Type 1,,2,1,0,0,0,152,,0,0,0,,08/06/2018,1
INN25779,0,5,Room_Type 1,half board,2,0,0,0,2,0,Online,0,0,0,166.4,09/08/2017,0
INN30948,2,1,Room_Type 4,half board,2,0,0,0,2,5,Offline,0,1,1,32,12/03/2018,0
INN13213,0,1,Room_Type 1,half board,1,0,0,0,0,6,Corporate,0,0,0,85,9/22/2017,0
INN35057,0,2,Room_Type 7,half board,4,0,0,0,2,22,Online,0,0,0,219.43,12/23/2018,0
INN35262,0,2,Room_Type 1,half board,2,0,0,0,1,104,Online,0,0,0,113.6,12/15/2018,0
INN18748,0,1,Room_Type 1,half board,2,0,1,0,1,22,Online,0,0,0,178,12/30/2018,0
INN34023,2,3,Room_Type 1,full board,2,0,0,0,0,101,Online,0,0,0,116.3,7/17/2018,1
INN32605,2,2,Room_Type 4,,2,0,0,0,1,40,Online,0,0,0,160.4,4/29/2018,0
INN02368,2,0,Room_Type 1,full board,2,0,0,0,0,57,Online,0,0,0,136.1,5/22/2018,0
INN15109,0,2,Room_Type 1,breakfast,2,0,0,0,0,0,Offline,0,0,0,129,8/14/2017,0
INN13558,2,0,Room_Type 1,,1,0,0,0,0,3,,3,39,1,,7/24/2018,0
INN06632,0,2,Room_Type 1,,2,0,0,0,2,28,,0,0,0,,11/17/2018,0
INN07769,2,2,Room_Type 4,,1,0,0,0,0,58,,0,0,0,169.4,9/18/2018,1
INN18554,0,2,Room_Type 1,breakfast,2,0,0,0,0,351,Offline,0,0,0,135,7/21/2018,1
INN28111,2,1,Room_Type 4,,2,0,0,0,1,207,,0,0,0,110.95,9/18/2018,0
INN36116,0,1,Room_Type 1,half board,1,0,0,0,1,0,Offline,0,0,0,65,7/27/2018,0
INN03334,0,4,Room_Type 4,half board,2,0,0,0,1,57,Online,0,0,0,134.33,04/12/2018,0
INN17616,1,3,Room_Type 1,,2,0,0,0,1,58,,0,0,0,,3/21/2018,1
INN27688,2,2,Room_Type 4,half board,2,0,0,0,1,71,Online,0,0,0,116.9,12/04/2018,0
INN32251,2,3,Room_Type 6,,2,1,1,1,2,6,,0,0,0,,8/16/2017,0
INN31045,1,1,Room_Type 1,half board,2,0,0,0,1,21,Offline,0,0,0,107,2/22/2018,0
INN12784,0,4,Room_Type 1,,2,0,0,0,1,188,Online,0,0,0,119.88,06/08/2018,1
INN16898,2,1,Room_Type 5,,3,0,0,0,0,140,,0,0,0,,08/06/2018,1
INN26928,2,6,Room_Type 1,full board,2,0,0,0,0,128,Online,0,0,0,106.06,4/26/2018,1
INN29796,1,0,Room_Type 1,half board,1,0,0,0,0,0,Online,0,0,0,117,05/09/2018,0
INN01601,1,1,Room_Type 1,full board,2,0,0,0,0,144,Online,0,0,0,114.5,7/18/2018,0
INN29907,0,2,Room_Type 1,half board,1,0,0,0,0,164,Online,0,0,0,110.9,8/26/2018,0
INN01620,0,3,Room_Type 4,half board,2,0,0,0,0,160,Online,0,0,0,110.95,06/08/2018,1
INN14770,0,1,Room_Type 1,half board,1,0,0,0,0,74,Online,0,0,0,100.75,9/15/2017,0
INN26232,1,1,Room_Type 1,half board,2,0,0,0,1,108,Online,0,0,0,116.3,4/25/2018,0
INN10135,1,1,Room_Type 1,half board,1,0,0,0,0,26,Corporate,0,3,1,115,10/17/2018,0
INN13119,2,2,Room_Type 1,,2,0,0,0,1,48,Online,0,0,0,146.9,5/13/2018,0
INN24430,0,2,Room_Type 1,half board,2,0,1,0,0,40,Online,0,0,0,154.1,7/19/2018,1
INN00486,1,0,Room_Type 1,full board,2,0,0,0,0,5,Offline,0,0,0,105,9/19/2018,0
INN13158,1,4,Room_Type 4,half board,2,0,0,0,0,62,Online,0,0,0,143.3,8/31/2018,1
INN23254,0,1,Room_Type 1,,1,0,0,0,0,3,Offline,0,0,0,115,11/24/2018,0
INN04523,0,5,Room_Type 1,,2,0,0,0,0,305,Online,0,0,0,110.95,10/25/2018,1
INN26671,0,1,Room_Type 1,half board,1,0,0,1,0,16,Corporate,0,3,1,87,2/17/2018,0
INN10855,0,3,Room_Type 4,half board,2,0,0,0,1,14,Online,0,0,0,172.67,06/02/2018,0
INN08806,0,2,Room_Type 1,breakfast,2,0,0,0,0,89,Offline,0,0,0,121.5,9/18/2017,0
INN17270,0,1,Room_Type 1,half board,1,0,0,0,0,3,Corporate,0,0,0,108,03/09/2018,1
INN35721,0,2,Room_Type 1,,2,0,0,0,0,89,Offline,0,0,0,129,9/18/2017,0
INN19328,0,3,Room_Type 1,half board,1,0,0,0,0,45,Offline,0,0,0,115,10/13/2018,0
INN10428,2,2,Room_Type 1,,1,0,0,0,0,140,,0,0,0,,2/28/2018,1
INN26446,0,2,Room_Type 6,,2,2,0,1,0,46,,0,0,0,,11/04/2018,0
INN30633,1,2,Room_Type 4,breakfast,3,0,0,0,2,9,Online,0,0,0,213,2018-2-29,0
INN12435,1,4,Room_Type 1,,2,0,0,0,0,111,Online,0,0,0,110,11/02/2018,0
INN17905,0,2,Room_Type 1,,2,0,0,0,2,,,0,0,0,,10/30/2017,0
INN03592,2,2,Room_Type 4,half board,2,0,0,0,2,59,Online,0,0,0,104.45,02/06/2018,0
INN27399,2,1,Room_Type 1,half board,2,0,0,0,0,111,Offline,0,0,0,120,3/26/2018,1
INN30009,2,1,Room_Type 1,,2,0,0,0,0,172,,0,0,0,110,11/12/2018,1
INN09552,0,2,Room_Type 4,half board,2,0,0,0,1,18,Online,0,0,0,161.68,9/15/2018,1
INN36095,0,3,Room_Type 1,half board,3,0,0,0,2,34,Online,0,0,0,181.43,3/29/2018,0
INN32407,1,2,Room_Type 1,,2,0,0,0,1,104,,0,0,0,,5/20/2018,0
INN31374,0,1,Room_Type 1,half board,1,0,0,0,0,0,Corporate,0,0,0,99,07/05/2018,0
INN27859,2,1,Room_Type 1,half board,2,0,0,0,0,47,Online,0,0,0,137.9,07/02/2018,1
INN13594,0,2,Room_Type 1,full board,2,0,0,0,1,118,Online,0,0,0,99.2,12/02/2018,0
INN12170,0,2,Room_Type 6,half board,2,0,1,0,2,155,Online,0,0,0,159.99,7/22/2018,0
INN04370,0,1,Room_Type 1,,1,0,0,0,0,0,Corporate,0,0,0,99,7/20/2018,0
INN08484,2,2,Room_Type 1,half board,1,0,0,0,0,24,Offline,0,0,0,110,9/18/2018,1
INN32472,0,1,Room_Type 1,,3,0,0,0,0,48,,0,0,0,200,7/26/2018,0
INN05963,0,4,Room_Type 1,,2,0,0,0,1,27,,0,0,0,,9/16/2017,0
INN09807,0,1,Room_Type 1,half board,2,0,0,0,0,52,Offline,0,0,0,105,10/13/2017,0
INN34795,1,1,Room_Type 1,,2,0,0,0,1,124,,0,0,0,,08/08/2017,0
INN02425,0,1,Room_Type 1,half board,1,0,0,1,1,9,Corporate,0,2,1,87,11/17/2018,0
INN16963,1,4,Room_Type 1,half board,2,0,1,0,0,167,Online,0,0,0,136.45,07/11/2018,1
INN22664,1,2,Room_Type 1,full board,2,0,0,0,0,0,Online,0,0,0,109,4/15/2018,0
INN14873,0,3,Room_Type 1,half board,2,0,0,0,0,192,Offline,0,0,0,90,12/30/2017,0
INN31127,0,4,Room_Type 4,half board,2,0,0,0,1,82,Online,0,0,0,91.46,10/25/2018,0
INN21902,2,2,Room_Type 4,half board,2,0,0,0,0,75,Offline,0,0,0,83.3,11/01/2017,0
INN35727,2,3,Room_Type 1,,1,0,0,0,2,20,,0,0,0,,11/06/2018,0
INN34092,0,5,Room_Type 1,half board,2,0,0,0,0,59,Online,0,0,0,96.33,03/01/2018,1
INN25880,0,3,Room_Type 1,,2,0,0,0,0,207,,0,0,0,,8/23/2018,1
INN14509,0,2,Room_Type 1,full board,1,0,0,0,0,6,Online,0,0,0,83.1,1/15/2018,0
INN17989,1,1,Room_Type 6,,2,0,2,1,1,6,Online,0,0,0,173,8/15/2017,0
INN03806,0,1,Room_Type 1,full board,2,0,0,0,1,96,Online,0,0,0,105.5,4/13/2018,0
INN34919,0,1,Room_Type 1,,1,0,0,0,0,3,,0,0,0,,1/14/2018,0
INN15431,0,2,Room_Type 1,half board,2,0,0,0,0,35,Corporate,0,0,0,105,12/02/2018,0
INN04866,0,1,Room_Type 1,half board,1,0,0,0,1,3,Corporate,0,1,1,99,12/14/2018,0
INN10840,1,2,Room_Type 4,half board,2,0,0,1,1,84,Online,0,0,0,178.4,9/16/2018,0
INN26149,0,1,Room_Type 4,half board,1,0,0,0,1,8,Corporate,0,0,0,110,08/03/2018,0
INN19343,2,4,Room_Type 4,half board,2,0,0,0,2,27,Online,0,0,0,179,9/24/2018,0
INN33840,2,4,Room_Type 1,half board,2,0,0,0,0,316,Online,0,0,0,120.3,9/29/2018,1
INN35310,1,3,Room_Type 1,half board,2,0,0,0,3,5,Online,0,0,0,142,8/17/2017,0
INN07493,0,4,Room_Type 1,half board,2,0,0,0,1,132,Online,0,0,0,119.79,09/06/2018,0
INN03425,0,1,Room_Type 1,half board,2,0,0,0,1,81,Offline,0,0,0,109.24,3/26/2018,0
INN32732,0,2,Room_Type 1,breakfast,2,0,0,0,0,123,Offline,0,0,0,121.5,10/16/2017,1
INN25361,0,5,Room_Type 1,full board,2,0,0,0,1,26,Online,0,0,0,159,07/05/2018,0
INN03639,0,2,Room_Type 1,,1,0,0,0,1,16,Corporate,0,0,0,99,12/17/2017,0
INN19452,0,3,Room_Type 1,breakfast,2,0,0,0,0,41,Offline,0,0,0,244.67,9/23/2017,1
INN29830,0,3,Room_Type 4,half board,2,0,0,0,0,113,Online,0,0,0,125.3,4/14/2018,1
INN09674,2,1,Room_Type 4,half board,2,0,0,0,0,4,Online,0,0,0,156,10/18/2017,0
INN25962,2,1,Room_Type 1,breakfast,2,0,0,0,0,158,Offline,0,0,0,114.5,8/15/2017,1
INN07583,2,1,Room_Type 1,full board,2,0,0,0,2,35,Online,0,0,0,131.67,9/25/2018,0
INN07373,2,0,Room_Type 1,full board,2,0,0,0,0,5,Online,0,0,0,180,9/25/2018,0
INN08262,2,1,Room_Type 1,half board,2,0,0,0,0,14,Offline,0,0,0,84.8,03/05/2018,0
INN10227,2,1,Room_Type 1,half board,2,0,0,0,2,8,Online,0,0,0,183.33,8/13/2018,0
INN14193,1,1,Room_Type 1,half board,2,0,0,0,1,6,Online,0,0,0,114,11/09/2017,0
INN00772,0,4,Room_Type 1,full board,2,0,0,0,1,184,Online,0,0,0,111.38,7/27/2018,0
INN14041,1,0,Room_Type 1,half board,3,0,0,0,2,141,Online,0,0,0,148.7,6/27/2018,0
INN00524,0,3,Room_Type 1,half board,1,0,0,0,0,86,Offline,0,0,0,140,6/14/2018,0
INN27456,0,4,Room_Type 1,half board,2,0,0,0,1,104,Online,0,0,0,102.45,3/29/2018,0
INN28054,0,4,Room_Type 1,full board,2,0,0,0,0,281,Online,0,0,0,100.75,8/31/2018,1
INN01404,0,0,Room_Type 4,half board,3,0,0,0,2,69,Online,0,0,0,20,04/01/2018,0
INN07227,2,1,Room_Type 1,half board,2,0,1,0,1,142,Online,0,0,0,159.5,8/14/2018,0
INN15022,0,3,Room_Type 1,,1,0,0,0,0,245,Offline,0,0,0,110,05/05/2018,1
INN02118,2,1,Room_Type 1,half board,2,0,0,0,0,56,Offline,0,0,0,95,10/30/2018,0
INN25563,1,0,Room_Type 4,half board,2,0,0,0,0,28,Offline,0,0,0,112,11/06/2018,0
INN02909,2,1,Room_Type 1,,2,0,0,0,1,18,,0,0,0,88.99,1/24/2018,0
INN07152,0,3,Room_Type 1,breakfast,2,0,0,0,0,41,Online,0,0,0,244.67,9/23/2017,1
INN18239,0,1,Room_Type 1,,1,0,0,0,0,10,Online,0,0,0,111,2/16/2018,0
INN30315,0,1,Room_Type 1,half board,1,0,0,0,0,63,Online,0,0,0,119.9,04/07/2018,1
INN29067,1,0,Room_Type 1,half board,2,0,0,0,0,15,Online,0,0,0,124,12/12/2018,0
INN26361,0,2,Room_Type 1,half board,2,0,0,0,0,294,Offline,0,0,0,95,6/17/2018,1
INN17031,1,0,Room_Type 1,half board,1,0,0,0,0,4,Offline,0,0,0,97.6,05/09/2018,0
INN31876,2,5,Room_Type 1,,2,0,0,0,1,154,,0,0,0,,02/05/2018,0
INN14636,2,5,Room_Type 4,half board,2,0,0,0,0,82,Online,0,0,0,143.17,7/16/2018,1
INN31895,0,1,Room_Type 1,half board,1,0,0,0,2,17,Online,0,0,0,172,11/11/2018,0
INN12932,0,1,Room_Type 1,breakfast,2,0,0,0,0,263,Offline,0,0,0,128,09/04/2017,1
INN27350,1,2,Room_Type 1,,2,0,0,0,0,126,,0,0,0,,10/12/2017,1
INN27894,0,1,Room_Type 6,half board,2,1,1,0,0,0,Online,0,0,0,194,12/06/2018,0
INN28832,1,2,Room_Type 1,half board,2,0,0,0,0,191,Offline,0,0,0,164,9/19/2018,1
INN22024,2,1,Room_Type 1,half board,2,0,1,0,0,266,Offline,0,0,0,97.5,10/17/2017,0
INN14831,1,3,Room_Type 1,half board,2,0,0,0,1,28,Online,0,0,0,98.3,1/28/2018,0
INN12714,1,4,Room_Type 4,,2,0,0,0,1,132,Online,0,0,0,169.4,9/21/2018,1
INN08770,2,3,Room_Type 1,half board,2,0,0,0,0,332,Offline,0,0,0,81,5/13/2018,1
INN25358,2,3,Room_Type 4,half board,2,0,0,0,1,71,Online,0,0,0,140.96,09/02/2018,1
INN12585,1,0,Room_Type 5,half board,1,0,0,0,2,5,Online,0,0,0,20,4/18/2018,0
INN22591,1,0,Room_Type 1,half board,2,0,0,0,1,16,Offline,0,0,0,105,3/20/2018,0
INN12003,0,3,Room_Type 1,,1,0,0,0,0,88,Online,0,0,0,20,11/24/2017,0
INN34679,2,3,Room_Type 1,,1,0,0,0,1,40,,0,0,0,,11/06/2018,0
INN22277,0,3,Room_Type 1,half board,2,0,0,0,3,52,Online,0,0,0,116.3,10/29/2017,0
INN13498,2,2,Room_Type 1,,3,0,0,0,0,21,Online,0,0,0,147,02/12/2018,1
INN15315,0,3,Room_Type 1,full board,2,0,0,0,1,96,Online,0,0,0,105.5,04/12/2018,1
INN18918,0,2,Room_Type 4,half board,2,0,0,0,1,18,Online,0,0,0,137.5,12/02/2018,0
INN26396,0,3,Room_Type 1,half board,1,0,0,0,0,10,Online,0,0,0,112.4,10/20/2017,0
INN06090,0,1,Room_Type 6,,2,0,2,0,2,6,,0,0,0,251,7/23/2018,0
INN11526,1,2,Room_Type 1,,2,0,0,0,1,406,,0,0,0,,10/07/2018,0
INN11983,1,2,Room_Type 6,half board,1,0,2,0,1,130,Online,0,0,0,210.8,10/14/2018,0
INN29582,0,3,Room_Type 4,half board,1,0,0,0,0,20,Corporate,0,0,0,96,03/08/2018,0
INN29423,0,2,Room_Type 1,half board,2,0,0,0,0,27,Offline,0,0,0,105,07/05/2018,0
INN04230,0,3,Room_Type 4,,2,0,0,0,1,20,Online,0,0,0,143.33,10/01/2017,0
INN29489,0,1,Room_Type 1,half board,1,0,0,0,0,90,Corporate,1,6,1,85,6/15/2018,0
INN13666,0,3,Room_Type 1,half board,2,0,0,0,0,6,Online,0,0,0,121,03/08/2018,1
INN15238,0,3,Room_Type 1,,1,0,0,0,0,262,Offline,0,0,0,100,10/13/2018,0
INN02734,1,1,Room_Type 1,,1,0,0,0,0,142,Offline,0,0,0,130,06/06/2018,0
INN15246,1,1,Room_Type 1,half board,2,0,0,0,0,126,Online,0,0,0,125.3,6/27/2018,1
INN21516,2,5,Room_Type 1,full board,2,0,0,0,1,59,Online,0,0,0,97.39,12/23/2017,0
INN21864,2,3,Room_Type 1,half board,1,0,0,0,0,431,Offline,0,0,0,90,10/14/2018,0
INN26267,1,1,Room_Type 1,half board,2,0,0,0,1,191,Offline,0,0,0,90,04/09/2018,0
INN19774,2,0,Room_Type 1,,2,0,0,0,0,44,Online,0,0,0,114.35,6/26/2018,1
INN02756,2,1,Room_Type 1,half board,2,1,0,0,3,10,Online,0,0,0,131,2/21/2018,0
INN15937,0,3,Room_Type 1,,2,0,0,0,0,,,0,0,0,,08/05/2017,0
INN28091,0,3,Room_Type 1,full board,2,0,0,1,2,42,Online,0,0,0,138,10/27/2018,0
INN03834,0,1,Room_Type 1,,2,0,0,0,0,66,,0,0,0,,04/06/2018,0
INN04688,2,2,Room_Type 4,half board,2,0,0,0,1,88,Online,0,0,0,116.9,12/25/2018,0
INN15966,0,3,Room_Type 1,half board,2,0,0,0,2,10,Online,0,0,0,110,8/13/2017,0
INN25989,0,2,Room_Type 1,half board,2,0,0,1,3,11,Complementary,0,0,0,20,11/11/2018,0
INN32570,0,4,Room_Type 1,full board,2,0,0,0,1,14,Online,0,0,0,89.5,1/20/2018,0
INN32172,0,1,Room_Type 1,,1,0,0,0,0,105,Corporate,0,0,0,110,09/11/2017,1
INN23974,0,2,Room_Type 1,breakfast,2,0,0,0,0,89,Offline,0,0,0,129,9/18/2017,0
INN02671,2,3,Room_Type 1,,2,0,0,0,0,8,Online,0,0,0,113.2,8/14/2017,0
INN19189,0,4,Room_Type 1,half board,2,0,1,0,1,53,Online,0,0,0,172.1,8/17/2018,0
INN26735,0,2,Room_Type 1,half board,2,0,0,0,0,69,Offline,0,0,0,121.52,9/21/2018,0
INN35431,0,3,Room_Type 4,half board,2,0,0,0,1,27,Online,0,0,0,138.07,11/10/2018,0
INN29717,2,2,Room_Type 1,,2,0,0,0,2,28,,0,0,0,,10/04/2017,0
INN07830,2,1,Room_Type 1,half board,2,0,0,0,0,96,Online,0,0,0,146.9,5/14/2018,1
INN20068,0,2,Room_Type 1,breakfast,2,0,0,0,0,47,Offline,0,0,0,121.5,8/14/2017,0
INN13214,0,3,Room_Type 1,,2,0,1,0,1,191,,0,0,0,,5/26/2018,1
INN01544,0,2,Room_Type 1,half board,2,0,0,0,1,6,Corporate,0,0,0,130,5/24/2018,0
INN10829,0,4,Room_Type 1,half board,2,0,0,0,0,138,Online,0,0,0,129.65,05/11/2018,1
INN12445,5,12,Room_Type 1,,2,0,0,0,0,146,,0,0,0,92.25,7/18/2018,1
INN19680,0,2,Room_Type 1,half board,1,0,0,0,0,226,Offline,0,0,0,150,6/15/2018,1
INN16012,0,1,Room_Type 1,full board,1,0,0,0,1,0,Online,0,0,0,149,6/22/2018,0
INN28396,2,4,Room_Type 1,,2,0,0,0,2,44,,0,0,0,,12/07/2018,0
INN09631,0,3,Room_Type 1,half board,1,0,0,0,0,56,Online,0,0,0,93.9,03/03/2018,1
INN23784,1,1,Room_Type 4,half board,2,0,0,0,1,20,Online,0,0,0,186,7/30/2018,0
INN21507,1,4,Room_Type 1,,2,0,0,0,1,161,,0,0,0,96.58,05/09/2018,0
INN27366,0,4,Room_Type 1,half board,2,0,0,0,0,105,Offline,0,0,0,92.25,7/19/2018,0
INN32210,0,3,Room_Type 1,half board,1,0,0,0,0,200,Offline,0,0,0,130,11/01/2018,1
INN23790,1,1,Room_Type 1,,2,0,0,0,1,210,Online,0,0,0,105.5,7/23/2018,0
INN24681,2,1,Room_Type 1,,2,0,0,0,1,3,,0,0,0,,11/20/2018,0
INN05082,0,2,Room_Type 1,half board,1,0,0,0,0,197,Offline,0,0,0,120,10/02/2017,0
INN31134,2,1,Room_Type 1,breakfast,2,0,0,0,0,6,Offline,0,0,0,67.25,8/15/2017,0
